aircraft_tail_number,flight_operating_hours,engine_vibration_hz,oil_pressure_psi,exhaust_gas_temp_c,hydraulic_fluid_level_pct,ambient_temperature_c,maintenance_urgency_flag
REG-FLT-009134,16332,1.9,67.76,462.75,80.39,-10.41,0
REG-FLT-009135,17999,4.03,77.98,824.62,76.54,-11.82,1
REG-FLT-009136,13671,6.25,81.11,552.57,72.47,-24.73,0
REG-FLT-009137,12193,5.88,50.94,650.25,70.48,-25.01,0
REG-FLT-009138,3701,7.66,47.89,434.63,87.67,7.06,1
REG-FLT-009139,12325,4.65,70.15,773.04,50.75,-40.35,0
REG-FLT-009140,11305,6.64,70.82,455.02,69.98,-34.1,0
REG-FLT-009141,3814,6.56,46.41,649.37,78.1,-7.96,0
REG-FLT-009142,4239,1.21,65.36,498.43,51.78,-24.35,0
REG-FLT-009143,449,4.52,72.93,442.19,81.41,-13.51,0
REG-FLT-009144,3786,3.87,41.94,496.7,69.26,4.42,0
REG-FLT-009145,11732,2.07,48.48,696.71,64.38,-0.56,0
REG-FLT-009146,10144,5.61,34.26,510.45,96.5,31.69,1
REG-FLT-009147,5190,2.75,55.63,428.15,58.72,-43.09,0
REG-FLT-009148,2782,1.35,40.97,766.6,97.93,1.76,0
REG-FLT-009149,15498,1.57,48.01,493.64,99.04,-8.2,0
REG-FLT-009150,9872,2.83,86.67,786.46,64.4,39.39,0
REG-FLT-009151,7797,6.83,74.07,542.51,83.28,-4.3,0
REG-FLT-009152,11173,5.09,94.99,686.01,84.09,-2.39,0
REG-FLT-009153,2540,3.1,60.64,812.82,83.68,-0.57,0
REG-FLT-009154,8817,6.56,42.12,870.32,65.52,-41.99,1
REG-FLT-009155,1720,7.25,88.88,628.28,83.64,-30.08,0
REG-FLT-009156,13412,6.49,38.1,580.06,68.68,24.49,0
REG-FLT-009157,11441,7.42,95.0,467.51,66.27,-12.87,0
REG-FLT-009158,12203,4.52,92.63,526.38,50.03,37.97,0
REG-FLT-009159,7554,3.81,91.38,688.09,56.32,-29.56,0
REG-FLT-009160,15024,4.87,63.6,524.89,50.39,32.09,0
REG-FLT-009161,2033,3.25,62.97,769.67,77.55,-6.91,0
REG-FLT-009162,14956,4.1,66.09,750.68,51.52,-38.91,0
REG-FLT-009163,10412,4.92,41.25,599.92,82.23,36.82,0
REG-FLT-009164,7654,4.59,57.43,647.63,89.03,9.7,0
REG-FLT-009165,3892,7.28,51.82,829.16,98.77,34.27,1
REG-FLT-009166,15500,5.57,46.39,497.29,83.98,-2.33,0
REG-FLT-009167,1229,1.97,58.67,527.65,50.74,-27.92,0
REG-FLT-009168,6270,2.43,72.35,645.43,51.98,-29.81,0
REG-FLT-009169,9447,8.04,94.18,631.63,68.16,28.15,1
REG-FLT-009170,13663,6.0,50.93,558.32,65.97,27.41,0
REG-FLT-009171,545,4.18,45.83,653.1,54.44,-27.17,0
REG-FLT-009172,2170,2.39,76.77,578.8,91.81,39.92,0
REG-FLT-009173,6021,5.6,61.3,449.19,76.98,2.71,0
REG-FLT-009174,13222,1.74,67.12,656.75,71.11,-17.86,0
REG-FLT-009175,1523,7.35,79.44,590.92,50.87,-0.21,0
REG-FLT-009176,2678,3.64,79.92,838.7,97.19,-26.46,1
REG-FLT-009177,10382,6.23,63.84,484.72,92.33,0.39,0
REG-FLT-009178,888,8.25,59.39,452.51,92.09,13.2,1
REG-FLT-009179,3436,7.64,61.3,533.21,61.91,-10.3,1
REG-FLT-009180,2293,2.02,46.58,614.93,97.95,7.14,0
REG-FLT-009181,6747,8.7,78.62,619.7,68.01,8.11,1
REG-FLT-009182,1634,7.73,45.43,695.34,78.14,-1.35,1
REG-FLT-009183,5845,8.24,82.24,786.67,69.2,-23.14,1
REG-FLT-009184,1016,6.45,81.77,796.45,95.06,-20.23,0
REG-FLT-009185,11653,7.92,47.8,438.46,57.07,19.39,1
REG-FLT-009186,2805,1.73,86.72,705.87,89.0,44.61,0
REG-FLT-009187,10955,5.96,39.49,814.17,90.79,-3.35,0
REG-FLT-009188,17570,5.79,54.95,776.89,54.87,4.62,0
REG-FLT-009189,12093,5.95,61.85,781.96,75.56,12.22,0
REG-FLT-009190,6428,7.33,67.48,650.59,75.94,10.93,0
REG-FLT-009191,9564,4.76,68.79,861.63,60.54,21.85,1
REG-FLT-009192,7639,6.3,77.89,666.34,78.83,5.88,0
REG-FLT-009193,7248,3.29,64.15,828.37,77.36,-3.83,1
REG-FLT-009194,2912,4.64,67.03,875.48,78.8,-2.69,1
REG-FLT-009195,14266,3.12,84.69,453.83,87.4,40.86,0
REG-FLT-009196,3597,1.68,38.52,620.29,92.45,3.23,0
REG-FLT-009197,14111,7.74,87.5,693.41,86.45,44.03,1
REG-FLT-009198,8063,1.72,70.55,589.94,59.94,40.6,0
REG-FLT-009199,8491,1.37,74.32,481.63,69.22,38.0,0
REG-FLT-009200,2792,5.63,92.14,755.62,82.3,7.11,0
REG-FLT-009201,9087,6.59,68.94,497.3,89.58,-0.3,0
REG-FLT-009202,13043,6.86,74.73,699.14,52.9,34.56,0
REG-FLT-009203,2503,6.2,35.81,616.89,73.45,-15.56,1
REG-FLT-009204,3985,6.91,49.26,581.68,73.14,-28.62,0
REG-FLT-009205,8261,1.25,37.95,810.51,51.67,7.93,1
REG-FLT-009206,736,3.19,38.04,738.33,82.04,-11.45,0
REG-FLT-009207,17353,4.25,79.79,812.11,83.88,-10.17,0
REG-FLT-009208,10217,8.67,70.09,506.87,60.89,-10.75,1
REG-FLT-009209,18316,6.27,78.71,543.01,62.12,-38.19,0
REG-FLT-009210,4673,2.76,54.56,580.92,91.41,14.77,0
REG-FLT-009211,2998,7.76,87.63,676.68,77.32,31.89,1
REG-FLT-009212,9344,3.2,68.73,629.1,72.38,-30.49,0
REG-FLT-009213,8864,4.97,43.44,690.72,65.09,5.05,0
REG-FLT-009214,5604,7.65,72.86,843.76,55.44,-32.12,1
REG-FLT-009215,7228,8.21,83.74,748.09,62.12,-25.14,1
REG-FLT-009216,14111,4.13,56.1,534.13,95.31,-17.62,0
REG-FLT-009217,1073,4.64,39.74,540.09,84.93,-21.32,0
REG-FLT-009218,1006,7.88,40.97,424.26,84.51,-32.11,1
REG-FLT-009219,6975,7.81,92.66,659.59,56.72,13.67,1
REG-FLT-009220,3646,1.33,53.4,774.77,63.01,-18.63,0
REG-FLT-009221,5463,3.37,50.07,430.93,57.03,-35.86,0
REG-FLT-009222,3680,8.7,57.5,693.1,80.15,-44.91,1
REG-FLT-009223,4147,4.08,55.65,460.09,57.31,-11.86,0
REG-FLT-009224,12237,8.43,40.91,620.68,76.08,-18.5,1
REG-FLT-009225,14171,1.44,53.66,597.31,89.98,23.84,0
REG-FLT-009226,8581,8.39,47.62,875.37,98.43,11.13,1
REG-FLT-009227,6565,8.76,89.75,747.76,89.3,10.73,1
REG-FLT-009228,5080,4.4,58.98,456.73,82.01,41.3,0
REG-FLT-009229,5845,5.32,90.95,640.14,62.15,24.9,0
REG-FLT-009230,1186,2.3,74.84,468.81,82.66,-22.53,0
REG-FLT-009231,7457,3.42,55.18,753.8,81.13,0.82,0
REG-FLT-009232,8862,1.98,80.23,421.73,86.66,42.95,0
REG-FLT-009233,5322,7.67,48.31,613.24,99.27,25.72,1
REG-FLT-009234,7884,7.0,87.34,576.72,93.81,33.45,0
REG-FLT-009235,11261,3.72,74.35,654.22,88.79,-10.36,0
REG-FLT-009236,17926,6.9,46.57,469.85,92.63,10.2,0
REG-FLT-009237,15598,4.95,72.88,552.86,65.48,-9.57,0
REG-FLT-009238,16036,5.37,54.53,733.41,72.93,43.98,0
REG-FLT-009239,10819,3.76,70.25,681.76,94.41,22.49,0
REG-FLT-009240,14403,8.31,48.13,670.31,54.04,28.98,1
REG-FLT-009241,15307,5.75,53.34,581.66,51.38,22.8,0
REG-FLT-009242,1134,3.85,74.95,530.39,70.89,33.27,0
REG-FLT-009243,8724,2.24,51.81,656.83,50.25,-20.58,0
REG-FLT-009244,15872,7.78,54.01,868.54,91.14,40.63,1
REG-FLT-009245,1453,6.22,46.44,795.55,87.94,-23.56,0
REG-FLT-009246,3951,1.46,79.84,714.35,51.41,-23.56,0
REG-FLT-009247,13432,4.2,90.6,512.51,91.24,-25.36,0
REG-FLT-009248,12715,2.73,66.05,718.78,92.16,-15.89,0
REG-FLT-009249,10026,8.26,47.47,803.55,60.59,-12.24,1
REG-FLT-009250,18006,3.81,62.68,598.24,75.31,6.32,0
REG-FLT-009251,16871,2.56,44.89,540.29,60.79,15.4,0
REG-FLT-009252,3058,6.77,65.57,474.72,75.49,-33.0,0
REG-FLT-009253,8280,4.12,44.47,713.33,84.28,2.6,0
REG-FLT-009254,15790,4.31,37.49,536.26,62.13,-13.31,1
REG-FLT-009255,12515,1.46,59.11,636.35,56.14,-14.55,0
REG-FLT-009256,13915,2.53,93.47,701.83,69.08,35.6,0
REG-FLT-009257,14810,6.78,65.97,815.89,83.12,-15.56,0
REG-FLT-009258,11180,5.48,49.07,762.95,78.37,40.97,0
REG-FLT-009259,15062,1.31,64.17,611.84,58.8,-43.43,0
REG-FLT-009260,2915,8.01,71.75,815.46,98.78,-22.41,1
REG-FLT-009261,13530,4.99,50.81,477.82,59.4,14.57,0
REG-FLT-009262,3020,2.88,86.68,775.13,92.32,18.28,0
REG-FLT-009263,5378,2.22,59.37,602.41,99.08,-35.37,0
REG-FLT-009264,1740,8.56,75.3,690.32,96.0,-0.98,1
REG-FLT-009265,6895,6.51,57.83,617.66,72.69,-30.46,0
REG-FLT-009266,15003,6.1,58.48,627.44,68.37,15.34,0
REG-FLT-009267,1689,6.57,48.79,737.94,50.8,-4.89,0
REG-FLT-009268,15240,5.84,88.4,620.91,57.42,-39.56,0
REG-FLT-009269,14196,4.61,49.78,446.88,60.82,6.81,0
REG-FLT-009270,9245,1.77,55.14,826.49,66.15,36.91,1
REG-FLT-009271,6620,3.36,50.04,730.71,92.72,-3.82,0
REG-FLT-009272,613,6.09,54.52,691.93,56.57,9.58,0
REG-FLT-009273,11710,5.18,47.81,508.8,69.6,-35.22,0
REG-FLT-009274,3461,2.89,70.88,578.16,64.73,-36.55,0
REG-FLT-009275,11599,5.1,40.21,804.65,52.32,27.55,0
REG-FLT-009276,9053,5.06,69.03,482.84,82.84,23.19,0
REG-FLT-009277,5444,7.04,36.2,877.5,51.62,7.07,1
REG-FLT-009278,2655,8.81,76.26,853.09,87.5,14.24,1
REG-FLT-009279,6658,7.21,78.84,458.56,67.34,-1.61,0
REG-FLT-009280,5271,4.32,67.42,623.97,76.32,22.09,0
REG-FLT-009281,14398,7.65,71.4,575.12,77.49,11.57,1
REG-FLT-009282,3869,4.17,44.83,637.09,86.75,16.52,0
REG-FLT-009283,4091,3.52,86.83,644.45,61.32,19.05,0
REG-FLT-009284,16087,1.78,69.43,679.1,61.27,37.72,0
REG-FLT-009285,11723,6.1,45.19,487.99,84.24,14.34,0
REG-FLT-009286,9060,7.46,45.06,575.48,64.2,-16.02,0
REG-FLT-009287,18373,2.82,42.0,872.39,71.33,9.86,1
REG-FLT-009288,2872,6.71,55.46,771.55,67.49,9.83,0
REG-FLT-009289,4917,5.58,74.96,536.12,56.02,10.5,0
REG-FLT-009290,3222,4.45,82.15,520.32,66.5,-15.55,0
REG-FLT-009291,7990,2.97,85.0,801.68,53.6,-41.76,0
REG-FLT-009292,14760,8.23,41.78,752.71,81.24,3.88,1
REG-FLT-009293,12254,8.57,45.43,863.12,67.23,-42.82,1
REG-FLT-009294,17695,4.04,63.04,614.01,70.48,21.65,0
REG-FLT-009295,7357,5.17,94.92,562.53,99.35,40.82,0
REG-FLT-009296,5070,2.51,73.89,728.82,80.65,34.46,0
REG-FLT-009297,9008,8.75,54.52,617.07,81.38,-36.76,1
REG-FLT-009298,10195,4.21,50.55,818.49,51.59,-36.39,0
REG-FLT-009299,15397,3.25,60.79,605.85,77.52,-20.87,0
REG-FLT-009300,9849,8.8,73.96,494.07,82.19,1.31,1
REG-FLT-009301,16950,6.57,88.03,469.4,52.04,10.31,0
REG-FLT-009302,10632,4.7,40.3,496.59,53.76,-6.28,0
REG-FLT-009303,11190,7.26,91.53,557.83,93.3,7.96,0
REG-FLT-009304,9001,5.5,56.48,838.82,62.94,31.45,1
REG-FLT-009305,5759,2.19,67.63,481.64,94.47,-20.35,0
REG-FLT-009306,13091,3.95,61.02,631.36,82.55,39.22,0
REG-FLT-009307,1453,7.76,86.59,634.81,89.62,-26.63,1
REG-FLT-009308,17458,5.3,93.28,585.83,86.68,-0.49,0
REG-FLT-009309,15280,2.44,87.58,639.91,96.28,19.25,0
REG-FLT-009310,3740,7.58,69.92,623.9,67.28,-13.8,1
REG-FLT-009311,11262,5.85,72.61,466.58,84.2,32.55,0
REG-FLT-009312,3261,6.14,82.69,738.61,57.62,-4.3,0
REG-FLT-009313,10764,6.99,71.86,671.68,57.69,-38.35,0
REG-FLT-009314,7836,2.91,61.33,784.77,98.06,37.57,0
REG-FLT-009315,18499,5.01,79.71,475.97,83.51,-20.12,0
REG-FLT-009316,6002,5.19,36.52,661.13,75.44,34.01,1
REG-FLT-009317,15201,4.66,79.43,474.7,76.22,-14.29,0
REG-FLT-009318,14209,8.09,51.9,754.57,64.34,-36.27,1
REG-FLT-009319,4421,8.57,59.4,740.47,93.66,28.6,1
REG-FLT-009320,1485,2.78,41.28,431.48,70.68,-30.61,0
REG-FLT-009321,10437,5.93,50.73,584.1,83.9,-13.11,0
REG-FLT-009322,15368,4.98,39.34,504.85,58.82,16.94,0
REG-FLT-009323,12228,1.51,86.4,598.99,91.71,22.35,0
REG-FLT-009324,7620,6.84,88.42,706.65,67.21,-3.84,0
REG-FLT-009325,6279,1.8,90.64,663.15,77.25,-0.13,0
REG-FLT-009326,1928,2.26,72.26,829.26,96.95,25.64,1
REG-FLT-009327,11208,5.41,43.76,789.94,82.84,26.33,0
REG-FLT-009328,4820,6.2,83.23,674.69,60.96,15.11,0
REG-FLT-009329,7666,7.5,68.54,708.92,69.28,10.21,0
REG-FLT-009330,18005,7.84,36.35,618.14,57.28,6.89,1
REG-FLT-009331,15582,7.88,58.87,723.81,91.81,34.23,1
REG-FLT-009332,3355,8.27,54.2,754.91,67.98,-17.8,1
REG-FLT-009333,13280,2.43,78.97,425.81,98.04,-29.39,0
REG-FLT-009334,662,4.56,62.64,535.16,53.06,40.36,0
REG-FLT-009335,1616,4.75,84.95,647.33,77.28,-33.55,0
REG-FLT-009336,8476,2.94,56.04,476.94,94.94,2.69,0
REG-FLT-009337,14527,7.36,49.0,582.65,76.69,37.94,0
REG-FLT-009338,5466,1.67,39.63,635.31,92.72,-44.67,0
REG-FLT-009339,17893,4.51,47.16,879.36,84.66,29.18,1
REG-FLT-009340,592,5.64,49.51,724.2,71.35,36.57,0
REG-FLT-009341,17077,6.98,82.62,848.75,70.13,35.58,1
REG-FLT-009342,261,4.68,88.47,739.83,62.41,-34.5,0
REG-FLT-009343,1180,4.42,81.89,568.86,72.1,-36.88,0
REG-FLT-009344,7191,4.33,50.55,756.4,76.66,2.48,0
REG-FLT-009345,2868,8.44,68.73,660.79,89.73,41.04,1
REG-FLT-009346,14932,1.28,80.92,878.7,61.07,-19.57,1
REG-FLT-009347,16452,2.25,88.92,791.62,61.7,-12.75,0
REG-FLT-009348,17353,7.97,80.65,793.1,70.06,28.95,1
REG-FLT-009349,13536,3.93,46.38,612.32,66.2,7.26,0
REG-FLT-009350,4808,4.44,50.07,840.69,93.39,-2.79,1
REG-FLT-009351,8254,5.52,93.25,610.17,77.18,34.6,0
REG-FLT-009352,4102,5.78,38.08,571.1,61.52,19.69,0
REG-FLT-009353,3141,3.78,69.71,870.77,75.63,-28.25,1
REG-FLT-009354,11038,2.23,88.13,805.87,53.99,-37.55,0
REG-FLT-009355,3724,1.9,52.81,850.06,69.34,43.52,1
REG-FLT-009356,6117,4.62,44.59,547.48,55.56,-39.19,0
REG-FLT-009357,780,6.95,70.03,750.1,81.98,29.39,0
REG-FLT-009358,15848,8.29,59.72,726.61,51.12,-7.45,1
REG-FLT-009359,15688,3.02,61.8,787.25,91.93,19.98,0
REG-FLT-009360,2246,3.43,59.42,732.36,59.05,-8.48,0
REG-FLT-009361,8483,4.31,68.31,633.09,90.54,-25.48,0
REG-FLT-009362,9214,2.46,94.0,674.27,81.57,-17.28,0
REG-FLT-009363,13107,3.29,93.0,841.05,85.1,-33.02,1
REG-FLT-009364,17596,8.4,78.01,530.44,90.42,-24.03,1
REG-FLT-009365,14345,5.93,64.64,804.15,50.92,41.36,0
REG-FLT-009366,9127,7.07,93.15,878.81,62.98,-43.54,1
REG-FLT-009367,16778,3.3,41.09,602.36,62.47,-10.48,0
REG-FLT-009368,15267,8.38,73.54,480.92,51.14,23.24,1
REG-FLT-009369,708,4.74,32.06,478.34,61.16,-9.97,1
REG-FLT-009370,1378,7.07,49.11,519.28,58.33,5.46,0
REG-FLT-009371,10223,6.92,51.59,506.59,59.67,10.16,0
REG-FLT-009372,17064,2.02,51.4,802.92,70.64,24.17,0
REG-FLT-009373,13041,6.61,37.24,598.93,95.64,-9.25,1
REG-FLT-009374,5466,4.95,55.99,675.89,82.43,-26.45,0
REG-FLT-009375,9263,7.16,57.39,673.67,89.43,23.95,0
REG-FLT-009376,463,7.99,85.38,628.34,62.05,-44.18,1
REG-FLT-009377,4432,1.75,86.35,863.49,72.63,-15.69,1
REG-FLT-009378,2022,4.99,51.09,723.93,81.46,-27.72,0
REG-FLT-009379,15148,4.92,69.3,729.54,74.94,-8.51,0
REG-FLT-009380,11506,5.81,39.19,680.31,92.24,-5.23,0
REG-FLT-009381,4007,7.34,62.55,557.35,54.68,44.25,0
REG-FLT-009382,11450,5.81,49.82,725.23,51.14,-36.38,0
REG-FLT-009383,10430,2.62,54.78,752.79,66.37,18.15,0
REG-FLT-009384,1000,1.7,62.91,493.27,92.42,-4.86,0
REG-FLT-009385,8290,4.46,49.86,666.97,55.55,-9.05,0
REG-FLT-009386,8113,6.68,86.06,539.2,80.46,0.25,0
REG-FLT-009387,7089,2.56,39.85,744.76,72.33,-0.04,0
REG-FLT-009388,12088,2.89,73.58,688.95,66.3,-16.97,0
REG-FLT-009389,12224,5.13,83.9,819.94,83.46,36.18,0
REG-FLT-009390,14876,1.73,88.97,838.88,94.88,16.53,1
REG-FLT-009391,7537,6.08,40.54,773.91,50.97,-6.94,0
REG-FLT-009392,18017,7.02,86.04,649.63,85.62,-4.37,0
REG-FLT-009393,13349,6.29,49.82,648.59,89.94,8.85,0
REG-FLT-009394,15689,7.99,92.16,648.48,63.6,-32.18,1
REG-FLT-009395,18159,7.01,85.87,774.86,69.37,3.78,0
REG-FLT-009396,16808,7.02,89.91,579.06,85.06,-24.36,0
REG-FLT-009397,17025,6.66,78.24,853.94,75.83,-26.75,1
REG-FLT-009398,4336,2.31,37.22,812.92,64.31,32.05,1
REG-FLT-009399,11984,2.95,82.0,697.16,55.38,21.33,0
REG-FLT-009400,7139,3.59,73.55,727.01,69.36,-24.74,0
REG-FLT-009401,3044,6.98,69.27,694.2,57.1,-24.86,0
REG-FLT-009402,7067,6.51,55.15,823.29,97.49,13.33,1
REG-FLT-009403,11397,3.58,51.35,788.52,92.39,38.58,0
REG-FLT-009404,9601,7.37,68.92,569.42,87.5,-11.02,0
REG-FLT-009405,17235,7.26,84.87,697.53,86.4,-7.06,0
REG-FLT-009406,15724,8.29,59.38,768.91,83.49,-7.51,1
REG-FLT-009407,7696,3.67,56.86,760.01,92.79,30.73,0
REG-FLT-009408,17232,1.37,34.41,652.38,60.28,-43.41,1
REG-FLT-009409,16832,1.47,57.12,522.93,84.31,-4.54,0
REG-FLT-009410,15049,6.5,39.54,513.18,63.02,-29.25,0
REG-FLT-009411,14977,2.13,52.67,782.16,90.09,-42.7,0
REG-FLT-009412,12492,1.42,80.05,595.49,78.49,-10.92,0
REG-FLT-009413,5059,4.06,79.08,613.51,78.2,-30.64,0
REG-FLT-009414,13045,3.09,87.11,754.16,76.29,-9.13,0
REG-FLT-009415,13653,3.16,72.24,456.58,51.0,1.72,0
REG-FLT-009416,10561,5.04,72.28,596.08,55.98,-12.86,0
REG-FLT-009417,5551,4.85,65.14,744.27,56.74,-36.56,0
REG-FLT-009418,12697,7.96,64.57,721.43,82.04,10.88,1
REG-FLT-009419,14105,8.35,88.8,859.47,50.95,-4.46,1
REG-FLT-009420,13896,6.97,83.1,543.68,64.95,26.78,0
REG-FLT-009421,8395,8.65,66.6,577.28,92.01,10.33,1
REG-FLT-009422,3050,6.44,54.69,486.79,69.23,-1.02,0
REG-FLT-009423,4833,2.46,83.36,587.21,64.46,-7.9,0
REG-FLT-009424,17407,3.39,80.02,754.0,99.55,-30.93,0
REG-FLT-009425,1434,3.07,48.42,743.67,93.44,-30.4,0
REG-FLT-009426,6095,4.8,70.03,568.1,60.16,-40.6,0
REG-FLT-009427,4786,7.93,75.32,876.34,66.42,-21.75,1
REG-FLT-009428,1825,6.15,60.9,713.48,75.57,22.14,0
REG-FLT-009429,17178,4.41,67.16,535.15,77.39,-24.79,0
REG-FLT-009430,17915,6.42,65.82,706.56,71.52,-39.56,0
REG-FLT-009431,1608,7.7,73.7,812.07,93.53,-30.11,1
REG-FLT-009432,4810,3.72,94.38,794.81,81.04,-36.84,0
REG-FLT-009433,13214,4.8,44.41,510.55,92.11,13.93,0
REG-FLT-009434,11721,1.36,79.86,812.91,90.35,5.8,0
REG-FLT-009435,9099,5.34,78.34,592.28,93.94,-15.52,0
REG-FLT-009436,17614,1.35,61.98,535.59,94.08,-22.64,0
REG-FLT-009437,14854,1.57,89.22,695.72,57.74,26.94,0
REG-FLT-009438,3171,1.83,57.34,669.45,80.65,-31.31,0
REG-FLT-009439,15161,5.96,37.04,728.83,87.81,-43.13,1
REG-FLT-009440,12040,1.95,42.8,839.18,72.52,-22.02,1
REG-FLT-009441,4165,1.39,67.67,473.29,84.0,-16.0,0
REG-FLT-009442,17839,6.29,41.58,451.34,92.78,-9.61,0
REG-FLT-009443,11996,8.5,77.41,525.5,92.09,-43.66,1
REG-FLT-009444,13499,5.29,65.51,582.45,68.71,-14.27,0
REG-FLT-009445,9366,5.87,35.83,642.62,72.62,-34.51,1
REG-FLT-009446,16765,3.02,93.08,638.69,56.62,19.41,0
REG-FLT-009447,15678,1.39,48.25,481.14,78.71,0.62,0
REG-FLT-009448,4606,2.73,72.93,672.81,75.24,6.56,0
REG-FLT-009449,17094,6.09,62.51,555.14,68.83,24.72,0
REG-FLT-009450,374,1.32,39.16,519.92,52.12,34.59,0
REG-FLT-009451,6175,3.46,92.75,605.51,65.12,14.43,0
REG-FLT-009452,6300,2.85,89.87,578.21,69.33,-5.11,0
REG-FLT-009453,18199,4.83,75.58,873.97,94.93,34.96,1
REG-FLT-009454,9252,4.7,48.12,717.53,60.85,15.23,0
REG-FLT-009455,11622,3.21,93.87,864.46,97.18,24.42,1
REG-FLT-009456,7310,3.86,69.59,651.53,63.12,30.66,0
REG-FLT-009457,5275,5.51,32.65,481.26,93.08,40.59,1
REG-FLT-009458,8550,6.83,43.94,540.27,77.68,-17.4,0
REG-FLT-009459,17499,6.52,90.43,782.14,98.04,-44.47,0
REG-FLT-009460,10047,4.5,68.46,788.48,73.28,-13.82,0
REG-FLT-009461,2037,4.84,82.32,733.88,97.92,27.41,0
REG-FLT-009462,484,2.73,86.39,526.48,77.43,-23.71,0
REG-FLT-009463,18220,3.33,71.11,756.02,85.45,3.03,0
REG-FLT-009464,5982,5.11,65.05,670.88,74.33,18.73,0
REG-FLT-009465,277,7.69,79.34,616.4,52.02,11.06,1
REG-FLT-009466,16966,6.01,55.01,718.3,59.23,13.97,0
REG-FLT-009467,12688,4.18,92.51,694.09,52.14,14.92,0
REG-FLT-009468,4843,4.91,80.12,554.55,85.86,-7.59,0
REG-FLT-009469,12391,1.33,48.53,667.75,84.13,20.14,0
REG-FLT-009470,3220,1.49,51.35,712.18,85.76,31.46,0
REG-FLT-009471,5021,5.05,42.22,717.12,51.05,-21.23,0
REG-FLT-009472,11644,8.46,62.05,514.98,75.76,42.9,1
REG-FLT-009473,14017,2.42,82.92,422.5,94.2,1.75,0
REG-FLT-009474,16459,6.69,34.12,566.65,71.19,-24.01,1
REG-FLT-009475,10895,7.27,79.43,446.31,59.15,-35.38,0
REG-FLT-009476,17620,6.65,79.83,538.35,93.08,-5.66,0
REG-FLT-009477,11204,6.2,32.15,537.13,53.13,-7.27,1
REG-FLT-009478,2670,1.24,61.21,698.44,88.29,-0.44,0
REG-FLT-009479,8512,2.06,67.95,682.83,83.13,-32.91,0
REG-FLT-009480,11842,2.29,80.8,874.02,66.19,-14.34,1
REG-FLT-009481,3860,2.34,34.03,570.61,79.28,32.12,1
REG-FLT-009482,10956,1.86,90.83,805.85,82.97,-34.26,0
REG-FLT-009483,3548,1.46,59.94,738.03,95.58,-38.47,0
REG-FLT-009484,4349,7.46,89.96,676.5,90.73,-37.67,0
REG-FLT-009485,12180,8.75,81.05,422.58,81.01,-12.98,1
REG-FLT-009486,17414,2.05,62.99,734.92,77.32,-19.88,0
REG-FLT-009487,7874,3.19,57.57,432.13,65.96,37.58,0
REG-FLT-009488,7598,8.08,84.64,858.75,94.48,41.46,1
REG-FLT-009489,1790,5.55,82.79,455.43,61.16,11.05,0
REG-FLT-009490,18313,7.98,86.82,832.45,89.68,17.21,1
REG-FLT-009491,8470,3.09,82.44,829.3,59.82,-15.05,1
REG-FLT-009492,10889,3.02,34.17,442.01,56.49,12.24,1
REG-FLT-009493,2310,1.85,67.85,622.75,72.24,19.66,0
REG-FLT-009494,11795,1.47,40.59,477.32,99.92,8.93,0
REG-FLT-009495,1224,4.44,52.4,777.02,60.52,-42.97,0
REG-FLT-009496,15561,8.04,52.4,488.71,55.61,-18.9,1
REG-FLT-009497,832,6.44,60.16,450.56,76.94,-9.22,0
REG-FLT-009498,16149,7.97,83.19,817.81,90.5,-31.1,1
REG-FLT-009499,15051,3.8,50.09,714.34,69.6,14.59,0
REG-FLT-009500,18482,5.71,73.31,474.33,72.63,-2.67,0
REG-FLT-009501,2862,4.11,50.54,849.48,67.68,29.31,1
REG-FLT-009502,9439,7.18,68.2,851.45,99.91,27.82,1
REG-FLT-009503,509,3.23,57.35,758.17,70.45,-25.69,0
REG-FLT-009504,5875,4.44,85.18,453.94,63.32,-14.07,0
REG-FLT-009505,406,5.91,49.54,655.96,59.72,25.93,0
REG-FLT-009506,6609,2.25,42.55,517.26,65.9,-39.66,0
REG-FLT-009507,3998,4.11,43.97,691.7,80.04,-2.04,0
REG-FLT-009508,3446,7.68,66.41,443.92,94.55,-5.12,1
REG-FLT-009509,11249,6.31,42.14,625.86,96.77,-38.48,0
REG-FLT-009510,7285,6.89,78.82,684.76,58.11,-7.69,0
REG-FLT-009511,12058,1.41,68.34,653.73,73.84,-22.57,0
REG-FLT-009512,1767,7.13,67.79,596.02,90.07,-20.48,0
REG-FLT-009513,3947,4.11,37.3,496.86,83.4,9.2,1
REG-FLT-009514,13912,6.79,89.98,775.73,99.17,39.0,0
REG-FLT-009515,6936,6.79,63.77,776.0,64.21,-25.35,0
REG-FLT-009516,9567,4.51,75.81,533.78,86.12,11.29,0
REG-FLT-009517,7792,8.68,62.23,713.06,86.87,-28.1,1
REG-FLT-009518,5350,2.6,81.0,473.48,52.4,27.84,0
REG-FLT-009519,1985,4.94,79.44,428.48,58.74,-8.09,0
REG-FLT-009520,14066,5.55,39.94,795.57,89.13,-2.1,0
REG-FLT-009521,7966,6.07,80.62,631.68,96.54,43.86,0
REG-FLT-009522,13151,6.43,72.19,766.79,62.01,-37.17,0
REG-FLT-009523,6972,4.58,49.22,786.64,70.06,-24.44,0
REG-FLT-009524,16713,6.24,55.78,738.73,64.05,25.96,0
